Day_month,Date,Input_Hoa_Binh,Yen_Bai,Vu_Quang,Evaporation,Demand,H_Up (m),Energy_demand,Qtu_(m3/s),Qbot_(m3/s),Qspill_(m3/s),Q_Sơn Tây,Q_Hà Nội,H Hà Nội
07-11,2021-07-11,1400.0,276.0,936.0,0.0080687022900763,425.0,83.97,25411.38789,1719.0,0.0,0.0,3620.0,2300.0,319.0
07-12,2021-07-12,1825.0,349.0,818.0,0.0080687022900763,425.0,83.88,25693.14047,1745.0,0.0,0.0,3480.0,2350.0,324.0
07-13,2021-07-13,2450.0,395.0,805.0,0.0080687022900763,425.0,84.31,24743.53485,1675.0,0.0,0.0,3410.0,2290.0,317.0
07-14,2021-07-14,2650.0,394.0,851.0,0.0080687022900763,425.0,84.98,25917.21582,1722.0,0.0,0.0,3390.0,2330.0,323.0
07-15,2021-07-15,2800.0,429.0,849.0,0.0080687022900763,425.0,85.62,29771.82945,1986.0,0.0,0.0,3690.0,2430.0,333.0
07-16,2021-07-16,2450.0,337.0,801.0,0.0080687022900763,425.0,86.06,31080.28805,2068.0,0.0,0.0,3700.0,2480.0,339.0
07-17,2021-07-17,2250.0,281.0,807.0,0.0080687022900763,425.0,86.18,26487.17138,1764.0,0.0,0.0,3840.0,2500.0,340.0
07-18,2021-07-18,2629.0,299.0,685.0,0.0080687022900763,425.0,86.82,22069.32375,1438.0,0.0,0.0,3290.0,2480.0,338.0
07-19,2021-07-19,1875.0,456.0,564.0,0.0080687022900763,425.0,87.25,25557.67408,1661.0,0.0,0.0,2740.0,1980.0,283.0
07-20,2021-07-20,2356.0,642.0,1120.0,0.0080687022900763,425.0,87.33,32210.3659,2098.0,0.0,0.0,3590.0,1930.0,278.0
07-21,2021-07-21,2550.0,639.0,1300.0,0.0080687022900763,108.0,87.5,33627.845,2208.0,0.0,0.0,5220.0,2650.0,356.0
07-22,2021-07-22,3440.0,762.0,1480.0,0.0080687022900763,108.0,88.07,31875.76013,2056.0,0.0,0.0,5610.0,3040.0,397.0
07-23,2021-07-23,4038.0,1500.0,1750.0,0.0080687022900763,108.0,89.25,33080.79335000001,2111.0,0.0,0.0,6930.0,3410.0,437.0
07-24,2021-07-24,4000.0,1210.0,1580.0,0.0079249363867684,108.0,90.48,35421.4435,2030.0,0.0,0.0,8080.0,4010.0,499.0
07-25,2021-07-25,3895.0,1340.0,1950.0,0.0077811704834605,108.0,91.72,33675.94909,2090.0,0.0,0.0,8470.0,4290.0,528.0
07-26,2021-07-26,4100.0,1720.0,2010.0,0.0076374045801526,108.0,92.68,37701.46705,2323.0,0.0,0.0,9170.0,4690.0,570.0
07-27,2021-07-27,3976.0,1430.0,1760.0,0.0074936386768447,108.0,93.65,38725.86928,2356.0,0.0,0.0,8250.0,4940.0,595.0
07-28,2021-07-28,3488.0,1090.0,1440.0,0.0073498727735368,108.0,94.47,39186.497,2345.0,0.0,0.0,6890.0,4690.0,570.0
07-29,2021-07-29,3310.0,961.0,1420.0,0.0072061068702289,108.0,95.02,39226.523850000005,2346.0,0.0,0.0,6170.0,4190.0,518.0
07-30,2021-07-30,3088.0,950.0,1610.0,0.007062340966921,108.0,95.43,40347.14,2383.0,0.0,0.0,6370.0,4070.0,506.0
07-31,2021-07-31,3908.0,950.0,1340.0,0.0069185750636131,86.0,96.07,39950.795,2344.0,0.0,0.0,6240.0,4140.0,513.0
08-01,2021-08-01,3610.0,933.0,1130.0,0.0067748091603052,86.0,96.86,37501.20354,2180.0,0.0,0.0,5450.0,3730.0,470.0
08-02,2021-08-02,3410.0,965.0,1290.0,0.0066310432569973,86.0,97.54,38414.37428,2200.0,0.0,0.0,5380.0,3440.0,439.0
08-03,2021-08-03,3292.0,1340.0,1300.0,0.0064872773536894,86.0,98.11,40361.76447,2285.0,0.0,0.0,5590.0,3580.0,455.0
08-04,2021-08-04,3110.0,1090.0,1250.0,0.0063435114503816,86.0,98.55,43225.98,2453.0,0.0,0.0,5750.0,3680.0,464.0
08-05,2021-08-05,3200.0,1120.0,1260.0,0.0063435114503816,86.0,98.93,42628.14625,2410.0,0.0,0.0,5860.0,3810.0,478.0
08-06,2021-08-06,3120.0,1030.0,1220.0,0.0063435114503816,86.0,99.3,43831.80500000001,2470.0,0.0,0.0,5790.0,3780.0,475.0
08-07,2021-08-07,3007.0,842.0,1140.0,0.0063435114503816,86.0,99.59,44186.99,2477.0,0.0,0.0,5640.0,3730.0,470.0
08-08,2021-08-08,2446.0,851.0,1040.0,0.0063435114503816,86.0,99.71,44058.9561,2463.0,0.0,0.0,5320.0,3550.0,451.0
08-09,2021-08-09,1660.0,725.0,966.0,0.0063435114503816,86.0,99.46,42524.12301,2377.0,0.0,0.0,5040.0,3350.0,430.0
08-10,2021-08-10,1736.0,597.0,956.0,0.0063435114503816,86.0,99.08,43497.814990000006,2453.0,0.0,0.0,4950.0,3250.0,419.0
08-11,2021-08-11,1680.0,655.0,990.0,0.0063435114503816,70.0,98.7,43435.46,2450.0,0.0,0.0,4940.0,3190.0,413.0
08-12,2021-08-12,1775.0,829.0,1020.0,0.0063435114503816,70.0,98.36,43413.27,2453.0,0.0,0.0,4980.0,3170.0,411.0
08-13,2021-08-13,1953.0,810.0,1020.0,0.0063435114503816,70.0,98.08,43141.35,2473.0,0.0,0.0,5140.0,3250.0,420.0
08-14,2021-08-14,2150.0,768.0,1070.0,0.0063435114503816,70.0,97.99,41298.7912,2343.0,0.0,0.0,5210.0,3310.0,426.0
08-15,2021-08-15,2200.0,838.0,1080.0,0.0063435114503816,70.0,97.84,42181.985,2434.0,0.0,0.0,5220.0,3290.0,424.0
08-16,2021-08-16,2350.0,1120.0,1090.0,0.0063435114503816,70.0,97.77,42055.75,2410.0,0.0,0.0,5250.0,3280.0,423.0
08-17,2021-08-17,2638.0,732.0,1130.0,0.0063435114503816,70.0,97.82,42882.88,2420.0,0.0,0.0,5610.0,3410.0,436.0
08-18,2021-08-18,3064.0,897.0,1140.0,0.0063435114503816,70.0,98.07,43003.5935,2460.0,0.0,0.0,5530.0,3540.0,450.0
08-19,2021-08-19,3367.0,1310.0,1190.0,0.0063435114503816,70.0,98.47,43487.24,2476.0,0.0,0.0,5480.0,3430.0,438.0
08-20,2021-08-20,3490.0,1030.0,1360.0,0.0063435114503816,70.0,98.94,43833.465,2480.0,0.0,0.0,6300.0,3710.0,468.0
08-21,2021-08-21,3385.0,891.0,1400.0,0.0063435114503816,60.0,99.47,43384.755000000005,2428.0,0.0,0.0,6480.0,3990.0,497.0
08-22,2021-08-22,3396.0,826.0,1230.0,0.0063435114503816,60.0,100.01,40045.5918,2223.0,0.0,0.0,5910.0,3860.0,484.0
08-23,2021-08-23,3016.0,756.0,1140.0,0.0063435114503816,60.0,100.46,43184.4203,2373.0,0.0,0.0,5480.0,3560.0,452.0
08-24,2021-08-24,2910.0,721.0,1110.0,0.0063435114503816,60.0,100.64,45085.555,2492.0,0.0,0.0,5500.0,3500.0,446.0
08-25,2021-08-25,3150.0,1020.0,1120.0,0.0063102012491324,60.0,100.94,45359.9,2508.0,0.0,0.0,5620.0,3640.0,460.0
08-26,2021-08-26,3017.0,3050.0,1270.0,0.0062768910478833,60.0,101.27,45672.315,2466.0,0.0,0.0,6670.0,3880.0,486.0
08-27,2021-08-27,2330.0,2010.0,1550.0,0.0062435808466342,60.0,101.35,45336.40943999999,2487.0,0.0,0.0,8950.0,4950.0,596.0
08-28,2021-08-28,2304.0,2050.0,1480.0,0.006210270645385,60.0,101.55,45477.07,2492.0,0.0,0.0,8620.0,5320.0,633.0
08-29,2021-08-29,2122.0,1680.0,1440.0,0.0061769604441359,60.0,101.63,42654.73,2328.0,0.0,0.0,8420.0,5060.0,607.0
08-30,2021-08-30,1705.0,1250.0,1260.0,0.0061436502428868,60.0,101.39,44799.2601,2448.0,0.0,0.0,7310.0,4700.0,571.0
08-31,2021-08-31,1876.0,1060.0,1140.0,0.0061103400416377,60.0,101.23,36328.10683,1980.0,0.0,0.0,6340.0,4210.0,520.0
09-01,2021-09-01,1426.0,908.0,1060.0,0.0060770298403885,60.0,101.06,36275.57932,1962.0,0.0,0.0,5530.0,3720.0,469.0
09-02,2021-09-02,1463.0,733.0,988.0,0.0060437196391394,60.0,100.88,29834.20238,1633.0,0.0,0.0,5110.0,3400.0,436.0
09-03,2021-09-03,1618.0,714.0,861.0,0.0060104094378903,60.0,100.86,32420.981580000003,1761.0,0.0,0.0,4320.0,3010.0,395.0
09-04,2021-09-04,1625.0,646.0,838.0,0.0059770992366412,60.0,100.68,36526.3403,1995.0,0.0,0.0,4250.0,2710.0,363.0
09-05,2021-09-05,1443.0,599.0,835.0,0.0059770992366412,60.0,100.53,30456.06291,1658.0,0.0,0.0,4240.0,2740.0,366.0
09-06,2021-09-06,1632.0,790.0,794.0,0.0059770992366412,60.0,100.48,35999.46956,1973.0,0.0,0.0,3890.0,2580.0,348.0
09-07,2021-09-07,1621.0,654.0,796.0,0.0059770992366412,60.0,100.32,33889.23863,1860.0,0.0,0.0,4020.0,2500.0,340.0
09-08,2021-09-08,1650.0,604.0,904.0,0.0059770992366412,60.0,100.17,35483.990340000004,1957.0,0.0,0.0,4280.0,2650.0,356.0
09-09,2021-09-09,1705.0,708.0,994.0,0.0059770992366412,60.0,100.07,34043.40956,1870.0,0.0,0.0,4370.0,2750.0,367.0
09-10,2021-09-10,1676.0,683.0,951.0,0.0059770992366412,60.0,99.93,36186.65833,2000.0,0.0,0.0,4400.0,2690.0,361.0
09-11,2021-09-11,1724.0,737.0,961.0,0.0059770992366412,60.0,99.84,35780.99527000001,1967.0,0.0,0.0,4410.0,2730.0,365.0
09-12,2021-09-12,1547.0,858.0,1190.0,0.0059770992366412,60.0,99.68,31867.90724,1780.0,0.0,0.0,5050.0,2960.0,389.0
09-13,2021-09-13,1342.0,966.0,874.0,0.0059770992366412,60.0,99.59,30453.1532,1676.0,0.0,0.0,4400.0,2980.0,392.0
09-14,2021-09-14,1695.0,1040.0,861.0,0.0059770992366412,60.0,99.53,30410.70993,1690.0,0.0,0.0,4240.0,2690.0,360.0
09-15,2021-09-15,1790.0,1640.0,982.0,0.0059770992366412,60.0,99.55,30376.75177,1690.0,0.0,0.0,4580.0,2870.0,380.0
09-16,2021-09-16,1706.0,1890.0,1030.0,0.0059770992366412,60.0,99.5,33868.1694,1878.0,0.0,0.0,5250.0,3170.0,411.0
09-17,2021-09-17,1701.0,1400.0,1090.0,0.0059770992366412,60.0,99.41,35087.26345,1954.0,0.0,0.0,5750.0,3530.0,449.0
09-18,2021-09-18,1628.0,1070.0,1000.0,0.0059770992366412,60.0,99.23,34646.97993,1931.0,0.0,0.0,5360.0,3480.0,444.0
09-19,2021-09-19,1700.0,915.0,900.0,0.0059770992366412,60.0,99.25,26248.54111,1456.0,0.0,0.0,4700.0,3160.0,410.0
09-20,2021-09-20,1690.0,888.0,742.0,0.0059770992366412,60.0,99.31,34809.68715,1922.0,0.0,0.0,3930.0,2680.0,359.0
09-21,2021-09-21,1640.0,831.0,795.0,0.0059770992366412,60.0,99.04,41564.519,2326.0,0.0,0.0,4260.0,2530.0,344.0
09-22,2021-09-22,1685.0,842.0,844.0,0.0059770992366412,60.0,98.74,39208.43511,2218.0,0.0,0.0,4610.0,2810.0,373.0
09-23,2021-09-23,1824.0,931.0,880.0,0.0059770992366412,60.0,98.58,36990.39951,2093.0,0.0,0.0,4740.0,2930.0,386.0
09-24,2021-09-24,1890.0,927.0,864.0,0.0059770992366412,60.0,98.53,36463.54067,2059.0,0.0,0.0,4700.0,2950.0,388.0
09-25,2021-09-25,1910.0,770.0,896.0,0.0059868147120055,60.0,98.5,32276.27417,1824.0,0.0,0.0,4700.0,2960.0,389.0
09-26,2021-09-26,2080.0,869.0,888.0,0.0059965301873698,60.0,98.77,23888.49518,1334.0,0.0,0.0,4360.0,2870.0,380.0
09-27,2021-09-27,2270.0,1210.0,815.0,0.0060062456627341,60.0,99.33,20838.21677,1158.0,0.0,0.0,4090.0,2710.0,363.0
09-28,2021-09-28,3858.0,1330.0,935.0,0.0060159611380985,60.0,100.1,27673.872450000006,1510.0,0.0,0.0,4170.0,2630.0,354.0
09-29,2021-09-29,2826.0,1030.0,1140.0,0.0060256766134628,60.0,100.98,27040.28736,1469.0,0.0,0.0,5090.0,3100.0,403.0
09-30,2021-09-30,2848.0,1040.0,1080.0,0.0060353920888271,370.0,101.77,23732.85605,1260.0,0.0,0.0,4790.0,3190.0,413.0
10-01,2021-10-01,1975.0,879.0,1010.0,0.0060451075641914,370.0,102.22,26894.1356,1422.0,0.0,0.0,4510.0,2990.0,392.0
10-02,2021-10-02,2038.0,791.0,925.0,0.0060548230395558,370.0,102.56,23507.06332,1236.0,0.0,0.0,4310.0,2900.0,382.0
10-03,2021-10-03,1850.0,861.0,838.0,0.0060645385149201,370.0,102.95,17691.45039,934.0,0.0,0.0,3910.0,2670.0,359.0
10-04,2021-10-04,964.0,854.0,725.0,0.0060742539902844,370.0,103.21,13557.52183,712.0,0.0,0.0,3290.0,2310.0,320.0
10-05,2021-10-05,1043.0,768.0,698.0,0.0060839694656488,370.0,103.32,17910.97478,938.0,0.0,0.0,3030.0,2060.0,292.0
10-06,2021-10-06,1124.0,692.0,696.0,0.0060839694656488,370.0,103.37,20040.69918,1046.0,0.0,0.0,3040.0,1980.0,283.0
10-07,2021-10-07,1058.0,628.0,643.0,0.0060839694656488,370.0,103.39,19416.53901,1017.0,0.0,0.0,2980.0,1990.0,284.0
10-08,2021-10-08,1129.0,555.0,632.0,0.0060839694656488,370.0,103.44,21646.29826,1129.0,0.0,0.0,2850.0,1820.0,265.0
10-09,2021-10-09,1084.0,535.0,602.0,0.0060839694656488,370.0,103.4,21961.4618,1147.0,0.0,0.0,2760.0,1750.0,256.0
10-10,2021-10-10,1147.0,551.0,578.0,0.0060839694656488,388.0,103.43,15967.68896,842.0,0.0,0.0,2660.0,1820.0,264.0
10-11,2021-10-11,1062.0,842.0,498.0,0.0060839694656488,388.0,103.62,12988.30874,680.0,0.0,0.0,2360.0,1770.0,258.0
10-12,2021-10-12,1330.0,1340.0,498.0,0.0060839694656488,388.0,103.89,16442.627839999997,858.0,0.0,0.0,2170.0,1520.0,228.0
10-13,2021-10-13,1312.0,1120.0,655.0,0.0060839694656488,388.0,104.03,21902.53926,1133.0,0.0,0.0,3050.0,1710.0,251.0
10-14,2021-10-14,1142.0,945.0,640.0,0.0060839694656488,388.0,104.07,20214.21475,1058.0,0.0,0.0,3340.0,2220.0,310.0
10-15,2021-10-15,1360.0,774.0,642.0,0.0060839694656488,388.0,104.21,18236.06249,950.0,0.0,0.0,3090.0,2140.0,301.0
10-16,2021-10-16,1250.0,907.0,651.0,0.0060839694656488,388.0,104.48,9655.88625,509.0,0.0,0.0,2980.0,2030.0,289.0
10-17,2021-10-17,1500.0,877.0,582.0,0.0060839694656488,388.0,104.96,4165.67823,230.0,0.0,0.0,2710.0,1950.0,280.0
10-18,2021-10-18,1800.0,1510.0,471.0,0.0060839694656488,388.0,105.62,12797.45899,663.0,0.0,0.0,2330.0,1720.0,253.0
10-19,2021-10-19,1700.0,1530.0,532.0,0.0060839694656488,388.0,106.08,16870.7218,857.0,0.0,0.0,2830.0,1710.0,252.0
10-20,2021-10-20,1410.0,1110.0,610.0,0.0060839694656488,400.0,106.36,19172.99206,980.0,0.0,0.0,3290.0,2080.0,294.0
10-21,2021-10-21,1390.0,858.0,590.0,0.0060839694656488,400.0,106.5,23156.51384,1183.0,0.0,0.0,3160.0,2070.0,294.0
10-22,2021-10-22,1500.0,816.0,557.0,0.0060839694656488,400.0,106.65,19253.30958,1018.0,0.0,0.0,2950.0,1960.0,280.0
10-23,2021-10-23,1350.0,808.0,562.0,0.0060839694656488,400.0,106.84,20398.85015,1036.0,0.0,0.0,2730.0,1880.0,271.0
10-24,2021-10-24,1270.0,745.0,547.0,0.0060839694656488,400.0,107.01,14630.93533,749.0,0.0,0.0,2690.0,1880.0,271.0
10-25,2021-10-25,1407.0,707.0,465.0,0.0060839694656488,400.0,107.29,18593.40629,948.0,0.0,0.0,2460.0,1720.0,253.0
10-26,2021-10-26,721.0,727.0,506.0,0.0060305343511449,400.0,107.39,16430.90281,837.0,0.0,0.0,2320.0,1620.0,240.0
10-27,2021-10-27,100.0,906.0,505.0,0.0059770992366411,400.0,107.03,19842.12262,1010.0,0.0,0.0,2430.0,1650.0,244.0
10-28,2021-10-28,110.0,817.0,505.0,0.0059236641221373,400.0,106.62,18516.36887,949.0,0.0,0.0,2570.0,1740.0,255.0
10-29,2021-10-29,70.0,682.0,528.0,0.0058702290076335,400.0,106.32,13196.7254,680.0,0.0,0.0,2580.0,1840.0,267.0
10-30,2021-10-30,57.0,655.0,510.0,0.0058167938931296,400.0,106.08,11981.54937,622.0,0.0,0.0,2190.0,1710.0,252.0
10-31,2021-10-31,66.0,623.0,458.0,0.0057633587786258,174.0,105.82,5832.62775,310.0,0.0,0.0,2170.0,1590.0,237.0
11-01,2021-11-01,70.0,587.0,373.0,0.005709923664122,174.0,105.71,9656.0976,503.0,0.0,0.0,1710.0,1350.0,208.0
11-02,2021-11-02,70.0,574.0,395.0,0.0056564885496182,174.0,105.5,11926.61029,618.0,0.0,0.0,1590.0,1170.0,185.0
11-03,2021-11-03,60.0,555.0,413.0,0.0056030534351144,174.0,105.2,14600.98417,757.0,0.0,0.0,1780.0,1190.0,188.0
11-04,2021-11-04,80.0,464.0,413.0,0.0055496183206106,174.0,104.9,10281.0416,538.0,0.0,0.0,1850.0,1200.0,188.0
11-05,2021-11-05,391.0,423.0,397.0,0.0055496183206106,174.0,104.64,18109.52026,939.0,0.0,0.0,1690.0,1120.0,179.0
11-06,2021-11-06,1171.0,410.0,408.0,0.0055496183206106,174.0,104.65,9696.6703,509.0,0.0,0.0,1780.0,1200.0,188.0
11-07,2021-11-07,1467.0,396.0,373.0,0.0055496183206106,174.0,105.12,9034.45152,474.0,0.0,0.0,1600.0,1240.0,194.0
11-08,2021-11-08,1520.0,436.0,327.0,0.0055496183206106,174.0,105.6,9290.31462,486.0,0.0,0.0,1310.0,1090.0,175.0
11-09,2021-11-09,1450.0,467.0,350.0,0.0055496183206106,174.0,106.02,13616.4812,701.0,0.0,0.0,1290.0,1010.0,163.0
11-10,2021-11-10,1431.0,412.0,384.0,0.0055496183206106,153.0,106.32,14630.36091,751.0,0.0,0.0,1630.0,1110.0,176.0
11-11,2021-11-11,1392.0,368.0,380.0,0.0055496183206106,153.0,106.63,14963.61689,767.0,0.0,0.0,1710.0,1250.0,194.0
11-12,2021-11-12,1350.0,362.0,367.0,0.0055496183206106,153.0,106.9,15216.67974,776.0,0.0,0.0,1650.0,1240.0,194.0
11-13,2021-11-13,1320.0,361.0,359.0,0.0055496183206106,153.0,107.17,13493.6784,691.0,0.0,0.0,1540.0,1160.0,184.0
11-14,2021-11-14,1270.0,356.0,338.0,0.0055496183206106,153.0,107.52,7585.75229,395.0,0.0,0.0,1460.0,1100.0,175.0
11-15,2021-11-15,260.0,354.0,307.0,0.0055496183206106,153.0,107.65,16069.44926,813.0,0.0,0.0,1180.0,884.0,146.0
11-16,2021-11-16,108.0,346.0,341.0,0.0055496183206106,153.0,107.29,10261.74795,529.0,0.0,0.0,1370.0,788.0,133.0
11-17,2021-11-17,80.0,340.0,347.0,0.0055496183206106,153.0,107.08,13562.01568,693.0,0.0,0.0,1420.0,886.0,147.0
11-18,2021-11-18,73.0,340.0,343.0,0.0055496183206106,153.0,106.76,15180.12897,777.0,0.0,0.0,1430.0,840.0,140.0
11-19,2021-11-19,70.0,332.0,345.0,0.0055496183206106,153.0,106.4,14588.22388,748.0,0.0,0.0,1490.0,884.0,146.0
11-20,2021-11-20,70.0,318.0,339.0,0.0055496183206106,172.0,106.07,14828.692059999998,762.0,0.0,0.0,1480.0,947.0,155.0
11-21,2021-11-21,68.0,314.0,333.0,0.0055496183206106,172.0,105.76,10103.13458,525.0,0.0,0.0,1410.0,978.0,159.0
11-22,2021-11-22,65.0,309.0,328.0,0.0055496183206106,172.0,105.45,16410.86158,845.0,0.0,0.0,1250.0,899.0,148.0
11-23,2021-11-23,60.0,309.0,364.0,0.0055496183206106,172.0,105.13,17784.71592,917.0,0.0,0.0,1430.0,1010.0,163.0
11-24,2021-11-24,60.0,313.0,356.0,0.0055496183206106,172.0,104.71,16038.4431,831.0,0.0,0.0,1580.0,1130.0,180.0
11-25,2021-11-25,486.0,326.0,353.0,0.0055435114503816,172.0,104.42,14241.2042,742.0,0.0,0.0,1520.0,1170.0,185.0
11-26,2021-11-26,1504.0,338.0,350.0,0.0055374045801526,172.0,104.57,13689.608659999998,712.0,0.0,0.0,1490.0,1140.0,181.0
11-27,2021-11-27,1388.0,364.0,344.0,0.0055312977099236,172.0,105.0,8879.704940000001,465.0,0.0,0.0,1440.0,1140.0,181.0
11-28,2021-11-28,1421.0,363.0,327.0,0.0055251908396946,172.0,105.43,8031.531470000002,423.0,0.0,0.0,1270.0,1070.0,172.0
11-29,2021-11-29,1327.0,364.0,304.0,0.0055190839694656,172.0,105.89,11283.40902,583.0,0.0,0.0,1140.0,902.0,149.0
11-30,2021-11-30,1412.0,356.0,323.0,0.0055129770992366,149.0,106.24,17807.00508,911.0,0.0,0.0,1230.0,789.0,133.0
12-01,2021-12-01,1366.0,355.0,349.0,0.0055068702290076,149.0,106.5,18242.89073,933.0,0.0,0.0,1470.0,795.0,134.0
12-02,2021-12-02,715.0,345.0,367.0,0.0055007633587786,149.0,106.63,18461.71363,943.0,0.0,0.0,1630.0,919.0,151.0
12-03,2021-12-03,70.0,321.0,365.0,0.0054946564885496,149.0,106.34,17753.760329999997,909.0,0.0,0.0,1630.0,1020.0,165.0
12-04,2021-12-04,40.0,301.0,346.0,0.0054885496183206,149.0,105.9,18333.65933,939.0,0.0,0.0,1570.0,1090.0,175.0
12-05,2021-12-05,25.0,290.0,331.0,0.0054885496183206,149.0,105.49,11092.13637,581.0,0.0,0.0,1470.0,1130.0,179.0
12-06,2021-12-06,34.0,281.0,323.0,0.0054885496183206,149.0,105.2,21380.121420000003,1099.0,0.0,0.0,1280.0,1100.0,175.0
12-07,2021-12-07,15.0,273.0,331.0,0.0054885496183206,149.0,104.7,19322.94825,998.0,0.0,0.0,1440.0,1030.0,166.0
12-08,2021-12-08,16.0,275.0,357.0,0.0054885496183206,149.0,104.2,19096.297400000003,992.0,0.0,0.0,1580.0,1080.0,173.0
12-09,2021-12-09,11.0,287.0,354.0,0.0054885496183206,149.0,103.72,16376.5687,856.0,0.0,0.0,1620.0,1130.0,180.0
12-10,2021-12-10,25.0,274.0,342.0,0.0054885496183206,149.0,103.32,17264.663109999998,901.0,0.0,0.0,1500.0,1140.0,182.0
12-11,2021-12-11,20.0,273.0,341.0,0.0054885496183206,137.0,102.88,16973.131569999998,892.0,0.0,0.0,1480.0,1070.0,171.0
12-12,2021-12-12,33.0,399.0,316.0,0.0054885496183206,137.0,102.52,7182.1452500000005,387.0,0.0,0.0,1370.0,1040.0,168.0
12-13,2021-12-13,476.0,1150.0,316.0,0.0054885496183206,137.0,102.36,14094.63381,743.0,0.0,0.0,1120.0,887.0,147.0
12-14,2021-12-14,2005.0,1080.0,376.0,0.0054885496183206,137.0,102.68,15596.42831,820.0,0.0,0.0,1530.0,885.0,146.0
12-15,2021-12-15,1552.0,843.0,435.0,0.0054885496183206,137.0,103.26,17091.4517,891.0,0.0,0.0,2220.0,1310.0,203.0
12-16,2021-12-16,258.0,872.0,500.0,0.0054885496183206,137.0,103.28,19316.43795,1010.0,0.0,0.0,2310.0,1370.0,210.0
12-17,2021-12-17,95.0,712.0,501.0,0.0054885496183206,137.0,102.82,21306.02695,1116.0,0.0,0.0,2500.0,1550.0,232.0
12-18,2021-12-18,1406.0,621.0,458.0,0.0054885496183206,137.0,102.69,16620.20091,875.0,0.0,0.0,2440.0,1620.0,241.0
12-19,2021-12-19,393.0,490.0,420.0,0.0054885496183206,137.0,102.82,11922.70977,631.0,0.0,0.0,2140.0,1530.0,230.0
12-20,2021-12-20,567.0,402.0,382.0,0.0054885496183206,137.0,102.65,16944.61514,889.0,0.0,0.0,1760.0,1310.0,203.0
12-21,2021-12-21,584.0,377.0,377.0,0.0054885496183206,137.0,102.49,18703.13072,980.0,0.0,0.0,1710.0,1220.0,191.0
12-22,2021-12-22,573.0,355.0,375.0,0.0054885496183206,137.0,102.29,17557.58918,927.0,0.0,0.0,1720.0,1220.0,191.0
12-23,2021-12-23,535.0,371.0,393.0,0.0054885496183206,137.0,102.1,21270.77556,1119.0,0.0,0.0,1720.0,1270.0,197.0
12-24,2021-12-24,521.0,356.0,397.0,0.0054885496183206,137.0,101.78,18494.13597,976.0,0.0,0.0,1840.0,1310.0,202.0
12-25,2021-12-25,502.0,339.0,396.0,0.0054885496183206,137.0,101.52,13495.64813,720.0,0.0,0.0,1850.0,1350.0,208.0
12-26,2021-12-26,543.0,322.0,374.0,0.0054045801526717,137.0,101.52,7710.45341,417.0,0.0,0.0,1650.0,1160.0,184.0
12-27,2021-12-27,651.0,307.0,346.0,0.0053206106870228,137.0,101.58,15527.4176,821.0,0.0,0.0,1280.0,978.0,159.0
12-28,2021-12-28,550.0,302.0,358.0,0.005236641221374,137.0,101.5,15999.94286,846.0,0.0,0.0,1390.0,889.0,147.0
12-29,2021-12-29,543.0,294.0,363.0,0.0051526717557251,137.0,101.26,16644.892450000003,883.0,0.0,0.0,1470.0,903.0,149.0
12-30,2021-12-30,486.0,290.0,333.0,0.0050687022900762,137.0,101.09,13238.03026,706.0,0.0,0.0,1470.0,830.0,139.0
12-31,2021-12-31,429.0,285.0,326.0,0.0049847328244274,137.0,101.0,13331.21205,711.0,0.0,0.0,1370.0,859.0,143.0
01-01,2022-01-01,528.0,274.0,369.0,0.005,56.0,100.96,3689.52255,211.0,0.0,0.0,1300.0,881.0,150.0
01-02,2022-01-02,500.0,272.0,332.0,0.005,56.0,101.11,7149.836789999999,388.0,0.0,0.0,1000.0,861.0,148.0
01-03,2022-01-03,562.0,210.0,298.0,0.005,56.0,101.1,18739.41534,991.0,0.0,0.0,885.0,830.0,143.0
01-04,2022-01-04,541.0,215.0,330.0,0.005,56.0,100.9,19799.20401,1053.0,0.0,0.0,1190.0,854.0,146.0
01-05,2022-01-05,556.0,222.0,376.0,0.005,56.0,100.6,22551.58741,1198.0,0.0,0.0,1370.0,916.0,154.0
01-06,2022-01-06,550.0,226.0,393.0,0.005,56.0,100.28,22838.96501,1216.0,0.0,0.0,1540.0,1010.0,167.0
01-07,2022-01-07,559.0,227.0,417.0,0.005,56.0,99.93,23829.41955,1273.0,0.0,0.0,1630.0,1060.0,173.0
01-08,2022-01-08,511.0,229.0,443.0,0.005,56.0,99.57,23015.35576,1257.0,0.0,0.0,1770.0,1100.0,178.0
01-09,2022-01-09,529.0,232.0,407.0,0.005,56.0,99.19,22591.76182,1244.0,0.0,0.0,1850.0,1110.0,180.0
01-10,2022-01-10,513.0,238.0,381.0,0.005,56.0,98.8,23116.29181,1282.0,0.0,0.0,1610.0,1030.0,169.0
01-11,2022-01-11,511.0,259.0,377.0,0.005,533.0,98.43,21512.33394,1195.0,0.0,0.0,1560.0,879.0,151.0
01-12,2022-01-12,503.0,354.0,385.0,0.005,533.0,98.1,21755.17585,1214.0,0.0,0.0,1550.0,853.0,147.0
01-13,2022-01-13,539.0,445.0,343.0,0.005,533.0,97.71,22422.08901,1260.0,0.0,0.0,1560.0,849.0,147.0
01-14,2022-01-14,500.0,322.0,396.0,0.005,533.0,97.33,25199.13633,1427.0,0.0,0.0,1730.0,922.0,156.0
01-15,2022-01-15,548.0,253.0,402.0,0.005,533.0,96.88,19490.54175,1109.0,0.0,0.0,1800.0,1070.0,175.0
